rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7154,10345862,K07315.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,58.28819056,1.26E-05,-1.26E-05,0,,,0.499,0.001,-0.001,21.6014,0.011,-0.011,156160,7.22E+01,-7.22E+01,0.373373,1.69E-04,-1.58E-04,0.10235,0.00015,-0.0003,42.57,11.66,-7.79E+00,0.2838,,,88.92,,,462,,,26.3915,0.0387,-0.0387,5463,164,-164,4.353,0.162,-0.198,1.044,0.286,-0.191,294.25418,47.43779,14.231
7155,10346522,K07316.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.989144446,9.12E-07,-9.12E-07,0,,,0.252,0.003,-0.002,20.7947,0.0166,-0.0166,630524,3.66E+02,-3.66E+02,0.767438,8.91E-04,-7.16E-04,0.02569,0.00006,-0.00008,60.26,7.37,-6.63E+00,0.0432,,,84.81,,,996,,,2.78541,0.00651,-0.00651,5538,166,-166,4.555,0.095,-0.086,0.719,0.088,-0.079,294.48337,47.45266,14.404
7156,10352603,K07317.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,32.77897303,8.45E-06,-8.45E-06,0,,,0.496,0.004,-0.004,19.1378,0.0121,-0.0121,410080,2.28E+02,-2.28E+02,0.656244,1.81E-03,-2.04E-03,0.15627,0.00036,-0.00051,69.08,20.28,-7.24E+00,0.2032,,,88.63,,,588,,,20.7047,0.0477,-0.0477,6122,169,-190,4.487,0.05,-0.2,0.964,0.283,-0.101,296.59042,47.416908,14.52
7157,10363300,K07318.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.934926138,7.60E-08,-7.60E-08,0,,,0.905,0.022,-0.008,3.1925,0.00315,-0.00315,131941,6.71E+01,-6.71E+01,0.498378,1.54E-02,-6.29E-03,0.53196,0.00217,-0.00901,58.67,18.01,-7.73E+00,0.0195,,,71.87,,,1957,,,2.9075,0.0119,-0.0119,5962,181,-217,4.423,0.067,-0.216,1.078,0.331,-0.142,299.63449,47.477249,14.681
7158,10396708,K07320.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,8.50207749,9.33E-05,-9.33E-05,0,,,0.073,0.38,-0.072,3.057,0.269,-0.269,117.3,1.28E+01,-1.28E+01,0.009619,6.84E-04,-6.51E-04,2.56577,0.20707,-1.68267,0.75,0.07,-7.00E-02,0.0722,,,89.81,,,679,,,21.4,1.7,-1.7,4889,146,-131,4.57,0.066,-0.044,0.715,0.062,-0.069,288.29715,47.56004,14.755
7159,10407047,K07321.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.93374699,7.39E-06,-7.39E-06,0,,,1.167,0.125,-0.181,6.168,0.409,-0.409,172.1,8.60E+00,-8.60E+00,0.180609,1.23E-01,-1.63E-01,0.03661,0.01258,-0.01271,103.98,43.11,-4.31E+01,0.0209,,,11.45,,,3442,,,1.191,0.409,-0.409,4909,132,-132,3.136,0.402,-0.268,5.272,2.186,-2.186,292.77695,47.539391,13.327
7160,10407430,K07322.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.933759404,6.05E-06,-6.05E-06,0,,,0.712,0.254,-0.47,3.491,0.339,-0.339,114.9,6.90E+00,-6.90E+00,0.010508,3.25E-03,-9.21E-04,0.10346,0.02366,-0.07725,0.99,0.29,-9.00E-02,0.018,,,64.97,,,1763,,,1.683,0.385,-0.385,5766,172,-189,4.514,0.06,-0.18,0.866,0.249,-0.083,292.93396,47.514751,15.619
7161,10407464,K07323.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.93373711,1.28E-05,-1.28E-05,0,,,0.121,0.36,-0.121,3.151,0.344,-0.344,12.9,1.40E+00,-1.40E+00,0.003315,1.78E-04,-2.43E-04,0.2756,1.01317,-0.10859,0.37,0.07,-5.00E-02,0.0183,,,87.03,,,2077,,,2.33,1.1,-1.1,6300,152,-190,4.391,0.096,-0.132,1.025,0.19,-0.139,292.94501,47.528469,12.72
7162,10417704,K07324.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.0082548,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.65329,47.515259,13.907
7163,10420279,K07325.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,45.43324862,1.34E-05,-1.34E-05,0,,,0.489,0.006,-0.006,14.242,0.0141,-0.0141,414352,3.70E+02,-3.70E+02,0.654977,2.84E-03,-2.98E-03,0.52495,0.00153,-0.00312,77.25,22.1,-1.36E+01,0.247,,,89.27,,,529,,,38.548,0.112,-0.112,5731,154,-171,4.359,0.128,-0.192,1.08,0.309,-0.19,297.38031,47.545029,14.774
7164,10422852,K07326.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.398890216,1.11E-06,-1.11E-06,0,,,1.123,0.019,-0.092,4.9641,0.0564,-0.0564,66012,4.37E+02,-4.37E+02,0.500818,1.35E-02,-7.65E-02,0.14909,0.00242,-0.01305,57.48,16.79,-9.03E+00,0.0242,,,63.17,,,1784,,,2.4892,0.0404,-0.0404,6134,192,-235,4.378,0.124,-0.186,1.051,0.307,-0.165,298.07645,47.512798,14.855
7165,10450504,K07327.01,,CANDIDATE,CANDIDATE,0.963,0,0,0,0,17.9908273,9.79E-05,-9.79E-05,0,,,0.129,0.334,-0.129,1.436,0.156,-0.156,660,7.31E+01,-7.31E+01,0.022928,1.81E-03,-1.40E-03,53.51827,5.1078,-38.92902,1.88,0.15,-1.90E-01,0.1208,,,89.92,,,541,,,97.11,9.3,-9.3,4918,148,-133,4.546,0.072,-0.039,0.752,0.057,-0.076,282.15787,47.686531,15.864
7166,10454401,K07328.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,12.18072127,7.95E-07,-7.95E-07,0,,,0.479,0.007,-0.004,4.15602,0.00206,-0.00206,414950,1.28E+02,-1.28E+02,0.656708,1.77E-03,-3.34E-03,5.71703,0.03235,-0.05701,63.25,15.42,-5.16E+00,0.1029,,,89.23,,,742,,,35.527,0.201,-0.201,5750,156,-156,4.538,0.04,-0.16,0.882,0.215,-0.072,284.31717,47.678638,15.386
7167,10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,50.4670244,8.62E-06,-8.62E-06,0,,,0.973,0.123,-0.033,8.96181,0.00846,-0.00846,103144,7.79E+01,-7.79E+01,0.478548,8.62E-02,-3.48E-02,0.81699,0.0295,-0.02046,52.88,17.82,-5.95E+00,0.2716,,,88.84,,,523,,,47.91,1.7,-1.7,6137,184,-220,4.448,0.07,-0.21,1.012,0.341,-0.114,288.67477,47.636028,14.884
7168,10468514,K07331.01,,CANDIDATE,CANDIDATE,0.701,0,0,0,0,0.84986054,1.86E-05,-1.86E-05,0,,,1.26,4.633,-0.182,1.3875,0.0225,-0.0225,6571.5,6.99E+01,-6.99E+01,0.368524,4.60E+00,-1.65E-01,0.58519,9.92963,-0.1134,67.45,41.25,-3.38E+01,0.017,,,63.43,,,2260,,,2.82,1.4,-1.4,5164,102,-102,3.949,0.604,-0.325,1.676,1.025,-0.839,291.10974,47.61549,14.319
7169,10471113,K07332.01,,CANDIDATE,CANDIDATE,0.685,0,0,0,0,0.933728196,8.35E-06,-8.35E-06,0,,,0.015,0.449,-0.015,3.441,0.252,-0.252,67.7,5.90E+00,-5.90E+00,0.00755,3.95E-04,-4.56E-04,0.22215,0.21556,-0.0786,0.85,0.28,-1.00E-01,0.019,,,89.59,,,2006,,,2.17,1.1,-1.1,6170,171,-214,4.43,0.072,-0.217,1.032,0.334,-0.119,292.16614,47.612251,15.317
7170,10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.03742712,3.06E-05,-3.06E-05,0,,,0.791,0.189,-0.55,3.939,0.281,-0.281,36,3.70E+00,-3.70E+00,0.006048,1.20E-03,-6.17E-04,0.08059,0.26035,-0.03453,0.9,0.15,-1.60E-01,0.0325,,,72.32,,,1812,,,2.61,1.2,-1.2,6356,76,-76,4.215,0.143,-0.117,1.358,0.237,-0.237,295.84448,47.652119,13.929
7171,10486425,K07334.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.274819905,7.95E-07,-7.95E-07,0,,,0.99,0.043,-0.038,4.6688,0.00626,-0.00626,108965,1.28E+02,-1.28E+02,0.503754,3.22E-02,-2.93E-02,0.64756,0.0066,-0.01446,100.89,29.98,-2.00E+01,0.0692,,,84.22,,,1646,,,9.839,0.1,-0.1,7247,200,-343,4.111,0.124,-0.186,1.834,0.545,-0.363,297.47675,47.658981,12.465
7172,10490960,K07335.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,5.682410334,4.30E-07,-4.30E-07,0,,,0.761,0.007,-0.005,5.33373,0.00286,-0.00286,220418,8.96E+01,-8.96E+01,0.55816,3.23E-03,-4.62E-03,0.8057,0.00813,-0.00507,72.9,19.93,-1.45E+01,0.0621,,,86.08,,,1141,,,11.121,0.112,-0.112,5897,158,-176,4.278,0.185,-0.185,1.196,0.327,-0.238,298.75854,47.69558,14.3
7173,10491031,K07336.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.199069234,6.70E-08,-6.70E-08,0,,,0.762,0.004,-0.009,6.30646,0.00076,-0.00076,225250,1.25E+01,-1.25E+01,0.566059,2.04E-03,-6.59E-03,0.21606,0.00226,-0.0013,118.99,33.57,-4.10E+01,0.037,,,78.45,,,2104,,,3.8083,0.0398,-0.0398,6613,181,-250,4.014,0.293,-0.158,1.925,0.543,-0.664,298.77716,47.655403,13.245
7174,10535807,K07337.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.481655821,2.88E-07,-2.88E-07,0,,,1.103,0.036,-0.035,3.4913,0.00927,-0.00927,59134,1.19E+02,-1.19E+02,0.461726,2.88E-02,-2.91E-02,0.32314,0.00471,-0.0095,59.19,15.99,-1.06E+01,0.0256,,,70.76,,,1935,,,3.3472,0.0488,-0.0488,6478,162,-210,4.307,0.139,-0.186,1.174,0.317,-0.211,292.15167,47.719501,13.873
7175,10535858,K07338.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.93370968,1.28E-05,-1.28E-05,0,,,0.848,0.007,-0.598,3.356,0.597,-0.597,62.2,7.20E+00,-7.20E+00,0.008277,1.61E-03,-1.32E-03,0.0692,0.02073,-0.04421,0.38,0.03,-3.00E-02,0.0143,,,54.82,,,865,,,1.472,0.441,-0.441,3615,43,-50,4.839,0.03,-0.033,0.42,0.029,-0.032,292.1669,47.755638,15.431
7176,10546063,K07339.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.6982275,1.55E-04,-1.55E-04,0,,,0.032,0.426,-0.032,3.198,0.335,-0.335,246,3.19E+01,-3.19E+01,0.014411,1.02E-03,-1.17E-03,2.87914,16.76965,-1.15751,1.73,0.49,-2.10E-01,0.0995,,,89.93,,,919,,,25.9,12.6,-12.6,6277,174,-239,4.417,0.06,-0.18,1.097,0.313,-0.134,296.02774,47.753551,15.833
7177,10547685,K07340.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.388509353,2.59E-07,-2.59E-07,0,,,1.145,0.146,-0.048,2.84811,0.00782,-0.00782,37637.5,8.02E+01,-8.02E+01,0.424908,1.27E-01,-4.14E-02,0.3842,0.02516,-0.01994,52.43,8.08,-7.28E+00,0.0241,,,70.29,,,1836,,,3.396,0.222,-0.222,6075,78,-85,4.315,0.132,-0.108,1.13,0.174,-0.157,296.57245,47.752708,12.309
7178,10549576,K07341.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.089355023,2.21E-06,-2.21E-06,0,,,0.647,0.003,-0.003,6.4006,0.0122,-0.0122,101478,2.02E+02,-2.02E+02,0.313154,5.24E-04,-5.16E-04,0.4397,0.00136,-0.00582,68.91,16.82,-1.68E+01,0.1011,,,87.01,,,1511,,,12.4295,0.0384,-0.0384,7675,237,-290,4.051,0.165,-0.165,2.015,0.492,-0.492,297.11826,47.741611,13.015
7179,10552700,K07342.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.94808587,2.80E-06,-2.80E-06,0,,,1.105,0.103,-0.085,8.03,1.3,-1.3,229.8,6.47E+01,-6.47E+01,0.120954,1.31E-01,-5.37E-02,0.02954,0.00886,-0.00594,37.72,6.65,-1.24E+01,0.0233,,,9.31,,,3359,,,1.12,0.336,-0.336,6875,164,-226,3.798,0.259,-0.111,2.856,0.503,-0.935,297.99118,47.768749,11.601
7180,10556578,K07343.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.626431697,2.24E-07,-2.24E-07,0,,,1.145,2.512,-0.225,2.0171,0.0209,-0.0209,37224,2.66E+02,-2.66E+02,0.432421,2.45E+00,-1.71E-01,0.662,5.03813,-0.10386,34.05,3.63,-3.64E+00,0.0127,,,61.43,,,1709,,,2.39,1.1,-1.1,5134,170,-139,4.56,0.084,-0.056,0.721,0.077,-0.077,299.09528,47.706791,15.594
7181,10583181,K07344.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.696354974,1.51E-07,-1.51E-07,0,,,0.324,0.007,-0.003,5.39585,0.00199,-0.00199,245988,1.13E+02,-1.13E+02,0.468086,2.77E-04,-1.00E-04,0.4421,0.00041,-0.00397,80.71,21.88,-2.43E+01,0.0391,,,86.65,,,1815,,,5.53867,0.00514,-0.00514,6472,146,-178,4.08,0.293,-0.158,1.579,0.428,-0.475,283.76651,47.818989,11.009
7182,10586619,K07345.01,,CANDIDATE,CANDIDATE,0.902,0,0,0,0,377.501257,8.77E-03,-8.77E-03,0,,,0.033,0.426,-0.033,11.98,0.595,-0.595,541.4,4.60E+01,-4.60E+01,0.021072,1.44E-03,-8.32E-04,1.96796,0.50173,-0.70066,2.16,0.32,-1.00E-01,1.0357,,,89.99,,,242,,,245.7,62.6,-62.6,5751,78,-78,4.508,0.021,-0.119,0.94,0.138,-0.043,285.6409,47.81105,15.044
7183,10592163,K07346.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.76288917,1.61E-06,-1.61E-06,0,,,1.046,0.011,-0.016,6.52705,0.00443,-0.00443,79329.6,4.84E+01,-4.84E+01,0.477159,8.83E-03,-1.19E-02,0.51168,0.00079,-0.00463,53.72,15.11,-1.01E+01,0.1128,,,86.68,,,759,,,18.0646,0.0279,-0.0279,5691,152,-152,4.354,0.162,-0.18,1.031,0.29,-0.193,288.55362,47.867298,15.095
7184,10601538,K07348.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.463775066,5.30E-06,-5.30E-06,0,,,0.719,0.23,-0.513,0.953,0.135,-0.135,45.1,4.90E+00,-4.90E+00,0.006656,2.13E-03,-5.39E-04,5.06499,12.25906,-0.83985,1.2,0.24,-3.00E-01,0.0277,,,85.04,,,2308,,,8.31,4,-4,6781,182,-243,4.125,0.18,-0.135,1.651,0.336,-0.41,292.47604,47.83942,13.169
7185,10601579,K07349.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.098754149,2.58E-07,-2.58E-07,0,,,1.467,0.006,-0.131,5.62354,0.00178,-0.00178,56616.3,9.40E+00,-9.40E+00,0.776929,5.72E-03,-1.20E-01,0.39874,0.00221,-0.03226,123.02,35.72,-3.21E+01,0.0817,,,82.43,,,1176,,,11.1401,0.0617,-0.0617,6328,181,-250,4.16,0.214,-0.175,1.45,0.421,-0.378,292.49185,47.83535,11.587
7186,10613718,K07350.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.587938916,4.70E-08,-4.70E-08,0,,,1.257,0.143,-0.085,1.40211,0.00817,-0.00817,7339.5,5.30E+00,-5.30E+00,0.370942,1.32E-01,-8.10E-02,0.56785,0.04864,-0.0835,29.98,3.6,-3.25E+00,0.0122,,,54.81,,,1800,,,2.181,0.187,-0.187,5237,156,-140,4.543,0.088,-0.072,0.74,0.089,-0.08,296.82581,47.877399,12.735
7187,10619109,K07351.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.045166206,2.54E-07,-2.54E-07,0,,,0.661,0.016,-0.014,6.84312,0.00598,-0.00598,263637,1.96E+02,-1.96E+02,0.563641,8.00E-03,-9.01E-03,0.17867,0.00087,-0.00182,131.41,32.37,-4.86E+01,0.036,,,78.81,,,2422,,,3.4058,0.0166,-0.0166,7128,256,-342,3.95,0.322,-0.138,2.135,0.526,-0.789,298.37128,47.81385,11.704
7188,10646620,K07352.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.41349123,4.63E-05,-4.63E-05,0,,,0.728,0.057,-0.727,11.29,2.6,-2.6,57,5.40E+00,-5.40E+00,0.007435,1.16E-03,-9.09E-04,0.00917,0.00439,-0.00387,2.11,0.34,-8.00E-01,0.0402,,,59.02,,,2348,,,1.413,0.677,-0.677,6628,160,-180,3.783,0.312,-0.098,2.595,0.419,-0.978,282.38934,47.967178,13.253
7189,10649230,K07353.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.447820618,5.12E-07,-5.12E-07,0,,,0.317,0.132,-0.317,0.4199,0.0274,-0.0274,58.3,2.20E+00,-2.20E+00,0.008071,1.47E-03,-7.86E-04,45.14485,93.09877,-6.20704,1.42,0.41,-6.30E-01,0.0111,,,87.68,,,3141,,,7.82,3.2,-3.2,5927,195,-177,3.988,0.495,-0.165,1.607,0.472,-0.708,283.89807,47.933487,12.77
7190,10659624,K07354.01,,CANDIDATE,CANDIDATE,0.582,0,0,0,0,43.2675604,8.24E-04,-8.24E-04,0,,,0.818,0.145,-0.612,8.331,0.4,-0.4,69.1,8.00E+00,-8.00E+00,0.008532,1.78E-03,-1.22E-03,0.12949,0.49376,-0.11485,1.61,0.25,-4.60E-01,0.2519,,,88,,,664,,,23.4,11.2,-11.2,5747,77,-77,4.018,0.262,-0.087,1.729,0.265,-0.492,289.36646,47.923851,13.468
7191,10661913,K07355.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.23133063,9.45E-06,-9.45E-06,0,,,0.051,0.416,-0.051,3.7,0.198,-0.198,78.9,5.20E+00,-5.20E+00,0.007778,4.09E-04,-4.78E-04,0.2261,0.12121,-0.08187,0.54,0.03,-6.00E-02,0.0192,,,88.89,,,1072,,,2.627,0.704,-0.704,4237,113,-126,4.63,0.053,-0.021,0.631,0.04,-0.06,290.34503,47.963589,14.875
7192,10661976,K07356.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.61566096,1.13E-05,-1.13E-05,0,,,0.161,0.339,-0.161,2.669,0.579,-0.579,13.9,2.00E+00,-2.00E+00,0.003453,3.47E-04,-2.32E-04,0.31597,0.43276,-0.18465,0.84,0.2,-3.90E-01,0.0159,,,85.02,,,3459,,,1.85,0.845,-0.845,6619,187,-234,3.89,0.424,-0.133,2.23,0.525,-1.049,290.37558,47.996696,13.74
7193,10662021,K07357.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,1.23140522,1.66E-05,-1.66E-05,0,,,0.412,0.065,-0.412,3.338,0.432,-0.432,51.3,5.90E+00,-5.90E+00,0.006601,3.75E-04,-5.44E-04,0.23895,0.09652,-0.21916,0.81,0.23,-1.60E-01,0.0221,,,81.15,,,1756,,,2.68,1.1,-1.1,5600,166,-166,4.32,0.162,-0.18,1.118,0.319,-0.213,290.39279,47.997429,15.149
7194,10665228,K07358.01,,CANDIDATE,CANDIDATE,0.378,0,0,0,0,11.3251153,2.50E-04,-2.50E-04,0,,,0.352,0.113,-0.352,2.126,0.437,-0.437,297.2,5.17E+01,-5.17E+01,0.015813,1.34E-03,-1.85E-03,8.60258,131.00874,-5.81906,1.26,0.17,-1.20E-01,0.0886,,,89.48,,,674,,,38.8,19.1,-19.1,5334,186,-167,4.574,0.063,-0.077,0.727,0.102,-0.068,291.70639,47.908581,15.995
7195,10665749,K07359.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,4.237447181,9.04E-06,-9.04E-06,0,,,0.187,0.496,-0.187,0.3792,0.082,-0.082,350.1,3.44E+01,-3.44E+01,0.020826,3.60E-03,-6.12E-03,662.61298,192.56241,-392.41293,2.26,0.68,-2.90E-01,0.0505,,,89.87,,,1172,,,85.7,24.9,-24.9,5993,180,-198,4.425,0.101,-0.203,0.993,0.298,-0.128,291.90216,47.96207,15.504
7196,10680424,K07361.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,0.92623983,1.17E-05,-1.17E-05,0,,,0.058,0.511,-0.058,1.267,0.279,-0.279,411.4,7.50E+01,-7.50E+01,0.018003,1.51E-02,-3.03E-03,4.09348,410.47656,-3.07566,1.16,0.12,-9.00E-02,0.0159,,,89.41,,,1208,,,5.7,2.8,-2.8,4494,161,-161,4.692,0.032,-0.052,0.591,0.062,-0.047,297.20752,47.972099,16.28
7197,10685175,K07362.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.10197712,1.00E-05,-1.00E-05,0,,,0.984,0.002,-0.002,7.083,0.148,-0.148,124.6,3.40E+00,-3.40E+00,0.013463,1.84E-04,-3.45E-04,0.00417,0.00019,-0.00023,2.64,1.24,-2.20E-01,0.0526,,,40.03,,,2246,,,1.2848,0.0585,-0.0585,8709,462,-925,4.232,0.032,-0.288,1.797,0.84,-0.148,298.57156,47.963951,12.075
7198,10686876,K07363.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.618414643,1.13E-07,-1.13E-07,0,,,0.356,0.009,-0.001,4.99923,0.00117,-0.00117,200864,7.24E+01,-7.24E+01,0.424042,2.71E-04,-3.00E-06,0.48098,0.00046,-0.00534,109.33,18.75,-3.48E+01,0.0457,,,86.35,,,2582,,,5.58619,0.00534,-0.00534,8143,226,-311,3.96,0.259,-0.111,2.361,0.405,-0.751,299.05673,47.909359,11.727
7199,10686930,K07364.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.61844178,2.46E-05,-2.46E-05,0,,,0.182,0.272,-0.182,3.203,0.245,-0.245,45.1,4.20E+00,-4.20E+00,0.006019,3.84E-04,-3.23E-04,0.65999,0.11242,-0.3143,2.16,0.47,-4.60E-01,0.0401,,,88.32,,,2033,,,6.21,1.1,-1.1,5088,114,-127,3.502,0.17,-0.17,3.293,0.713,-0.713,299.07559,47.92078,12.388
7200,10711913,K07365.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.40795816,1.40E-06,-1.40E-06,0,,,0.905,0.025,-0.027,6.09676,0.00297,-0.00297,142059,5.02E+01,-5.02E+01,0.515255,1.80E-02,-1.85E-02,1.29935,0.00699,-0.01844,44.96,8.27,-6.19E+00,0.1262,,,88.25,,,633,,,29.576,0.159,-0.159,5702,170,-153,4.485,0.135,-0.135,0.799,0.147,-0.11,282.60107,48.03669,15.521
7201,10732401,K07366.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.933747375,4.93E-06,-4.93E-06,0,,,1.063,0.356,-0.074,5.974,0.274,-0.274,198.9,6.90E+00,-6.90E+00,0.079873,3.50E-01,-6.15E-02,0.02837,0.0362,-0.00384,8.93,2.61,-9.30E-01,0.0192,,,13.61,,,2003,,,1.094,0.465,-0.465,6224,153,-218,4.454,0.052,-0.195,1.024,0.299,-0.107,292.32864,48.021519,14.74
7202,10736223,K07367.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.105094098,2.90E-08,-2.90E-08,0,,,0.161,0.002,-0.001,4.38191,0.00326,-0.00326,730498,5.07E+02,-5.07E+02,0.837206,6.10E-04,-1.97E-03,0.78016,0.00423,-0.00988,267.59,28.71,-1.15E+02,0.0257,,,87.5,,,3771,,,3.693,0.02,-0.02,8011,223,-335,3.773,0.399,-0.07,2.927,0.314,-1.256,293.84622,48.050251,13.651
7203,10736489,K07368.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.842939,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.94763,48.065254,12.92
7204,10743600,K07369.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.8170226,4.69E-07,-4.69E-07,0,,,0.843,0.049,-0.041,2.974,0.0184,-0.0184,167696,8.30E+02,-8.30E+02,0.527086,2.81E-02,-3.43E-02,0.69197,0.01565,-0.03172,57.56,0,0.00E+00,0.0171,,,73.1,,,1947,,,2.9011,0.0656,-0.0656,5780,,,4.438,,,1,,,296.38348,48.044006,17.206
7205,10753734,K07371.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.40669392,1.90E-06,-1.90E-06,0,,,0.424,0.006,-0.004,5.27765,0.00439,-0.00439,464521,2.86E+02,-2.86E+02,0.682386,1.63E-03,-3.35E-03,4.80846,0.05342,-0.03279,57.97,13.57,-4.54E+00,0.1342,,,89.47,,,597,,,45.746,0.508,-0.508,5622,152,-152,4.588,0.038,-0.152,0.778,0.182,-0.061,299.07828,48.021969,13.564
7206,10794242,K07372.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.143708297,5.18E-07,-5.18E-07,0,,,0.162,0.019,-0.009,5.83451,0.00299,-0.00299,202685,1.06E+02,-1.06E+02,0.413415,3.86E-04,-1.90E-05,0.84484,0.00345,-0.00934,44.78,12.64,-7.81E+00,0.0694,,,89.3,,,943,,,13.16,0.0537,-0.0537,5655,152,-152,4.386,0.132,-0.182,0.992,0.28,-0.173,290.61478,48.186771,14.17
7207,10794405,K07373.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.952377862,2.98E-07,-2.98E-07,0,,,1.248,0.097,-0.048,4.0869,0.0164,-0.0164,2122.3,6.70E+00,-6.70E+00,0.301758,9.21E-02,-4.74E-02,0.06071,0.0108,-0.00612,28.44,7.68,-3.07E+00,0.0184,,,29.04,,,1713,,,1.428,0.254,-0.254,5662,152,-169,4.524,0.058,-0.173,0.863,0.233,-0.093,290.68866,48.1992,14.713
7208,10809677,K07374.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.521050679,1.12E-06,-1.12E-06,0,,,1.266,0.27,-0.157,3.5323,0.0134,-0.0134,4879.8,1.65E+01,-1.65E+01,0.354453,2.61E-01,-1.44E-01,0.0892,0.01468,-0.00665,256.2,76.6,-1.42E+02,0.0576,,,70.96,,,2434,,,3.881,0.639,-0.639,5149,123,-194,3.109,0.442,-0.238,6.619,1.979,-3.675,296.47855,48.14616,13.942
