,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
3071,3072,6268648,CANDIDATE,20.605501,146.5069,0.705,3.793,37.1,0.85,806.0,99.53,11.1,6099.0,4.1930000000000005,1.308,285.47659,41.632717,11.049000000000001,1
3077,3078,8212002,CANDIDATE,9.5539134,135.5281,0.142,5.261,26.8,0.68,1012.0,247.86,13.1,6175.0,4.2989999999999995,1.307,281.83533,44.155918,11.714,1
3083,3084,7017274,CANDIDATE,6.77067637,133.34913999999998,0.127,5.982,65.8,1.9,1499.0,1193.45,19.6,6337.0,3.8930000000000002,2.335,285.92322,42.54985,11.915,1
3089,3090,12366084,CANDIDATE,0.5893769520000001,131.8694,0.491,1.71,80.7,0.93,2162.0,5161.1,11.4,5714.0,4.428,1.015,295.81616,51.121738,15.367,1
3090,3091,9957627,CANDIDATE,39.7529915,175.46244,0.046,4.9641,549.0,2.37,568.0,24.54,40.9,6072.0,4.4110000000000005,1.01,294.46268,46.821449,14.292,0
3095,3096,9872283,CANDIDATE,1.74610057,131.7921,0.032,1.2990000000000002,54.2,1.24,1689.0,1924.75,9.2,4854.0,3.9389999999999996,1.749,281.45718,46.746471,13.884,1
3110,3111,9958962,CANDIDATE,51.067435499999995,147.60941,0.48200000000000004,4.374,598.0,2.44,499.0,14.69,18.7,6004.0,4.484,0.977,294.98913999999996,46.838328999999995,14.957,0
3124,3125,4951877,CANDIDATE,24.7962801,170.32595,0.01,8.33,574.0,2.7,664.0,45.92,43.6,5770.0,4.333,1.141,298.47321,40.075871,14.612,0
3131,3132,5544450,CANDIDATE,6.93650854,133.98309,0.331,3.674,88.7,1.51,1305.0,687.21,11.3,6615.0,4.173,1.574,294.89734,40.798168,12.209000000000001,1
3135,3136,10973664,CANDIDATE,11.67894236,131.5119,0.94,1.2641,1190.0,4.17,830.0,112.07,23.1,6122.0,4.487,0.9640000000000001,290.84906,48.416012,14.697000000000001,0
3147,3148,6779260,CANDIDATE,2.2165904999999997,131.5607,0.703,1.0,28.7,0.48,1215.0,515.27,2.8,5397.0,4.543,0.831,292.38855,42.233261,11.799000000000001,1
3152,3153,5443837,CANDIDATE,3.65849707,170.54381,0.9059999999999999,2.573,4400.0,14.61,1583.0,1486.35,47.0,5857.0,3.972,1.8219999999999998,290.35114,40.687,14.545,1
3155,3156,5709725,CANDIDATE,86.49437040000001,181.88967,0.741,7.471,995.0,3.07,367.0,4.29,42.6,5252.0,4.442,0.898,293.12341000000004,40.934769,14.759,0
3165,3166,2832589,CANDIDATE,2.4337034980000003,133.83758999999998,0.9520000000000001,0.975,258.0,1.66,1112.0,362.64,10.2,5251.0,4.592,0.778,286.00674,38.009541,15.409,1
3170,3171,5780715,CANDIDATE,1.5831604780000001,169.965242,0.897,1.1935,733.0,3.27,1619.0,1625.93,97.7,6063.0,4.476,1.012,288.50888,41.095890000000004,14.731,1
3171,3172,10793172,CANDIDATE,7.9788198,132.2596,0.05,2.8739999999999997,83.8,0.99,927.0,174.85,8.3,5553.0,4.33,1.0979999999999999,290.20162999999997,48.185821999999995,14.754000000000001,1
3177,3178,10285631,CANDIDATE,10.52286678,137.78843999999998,1.12,1.911,130.0,23.26,1008.0,243.72,10.1,5548.0,4.038,1.614,296.18344,47.358761,13.497,1
3178,3179,5978361,CANDIDATE,9.17858526,173.08746000000002,0.5820000000000001,2.1945,797.0,2.3,753.0,76.14,50.6,5506.0,4.584,0.7879999999999999,296.66275,41.261238,14.874,0
3188,3189,7504328,CANDIDATE,53.71798494,208.08042,0.93,4.104,3150.0,155.12,1550.0,1363.11,103.0,4959.0,2.332,21.449,282.88268999999997,43.191952,14.708,1
3192,3193,7199397,CANDIDATE,105.88176670000001,156.97935,0.539,18.044,1560.0,10.16,595.0,29.64,301.8,5903.0,3.7569999999999997,2.499,291.49722,42.728481,10.775,1
3207,3208,10157458,CANDIDATE,4.57797412,135.63058,0.34299999999999997,2.862,125.0,0.96,1024.0,259.36,9.6,5795.0,4.553999999999999,0.848,297.39319,47.164631,15.302,1
3213,3214,8261920,CANDIDATE,3.01609637,131.55327,0.7,1.57,196.0,0.96,795.0,94.1,8.1,4245.0,4.641,0.637,300.24222000000003,44.141399,15.673,1
3219,3220,6716545,CANDIDATE,21.942431600000003,143.8807,0.413,7.447,72.7,1.23,797.0,95.46,10.7,6052.0,4.183,1.4240000000000002,297.94476000000003,42.191879,13.716,1
3225,3226,1723078,CANDIDATE,330.02500200000003,364.8075,0.68,6.659,259.0,5.92,478.0,12.36,12.2,6126.0,3.5780000000000003,3.466,291.86801,37.269878000000006,12.668,1
3237,3238,10187017,CANDIDATE,22.4098677,147.38366000000002,0.8690000000000001,2.271,69.8,0.73,489.0,13.55,11.9,4900.0,4.602,0.741,281.48273,47.208031,11.492,1
3255,3256,7906892,CANDIDATE,11.1438086,131.725,0.629,7.905,41.7,0.75,906.0,159.1,10.9,6095.0,4.349,1.11,296.8432,43.697441,13.556,1
3261,3262,8320630,CANDIDATE,32.526674,137.3054,0.47200000000000003,6.8420000000000005,205.0,1.26,525.0,17.91,9.7,5668.0,4.545,0.868,298.28213999999997,44.272059999999996,15.23,1
3262,3263,9703198,CANDIDATE,10.32906563,174.60821299999998,0.9229999999999999,1.44,2310.0,6.17,908.0,160.44,114.8,6228.0,4.441,1.0490000000000002,288.63785,46.421471000000004,14.710999999999999,0
3275,3276,8056665,CANDIDATE,207.5829306,289.88311,0.84,7.0686,505.0,4.52,453.0,9.97,70.0,6688.0,4.062,1.79,299.82117,43.81427,11.642000000000001,0
3281,3282,6289650,CANDIDATE,166.7876551,245.143036,0.040999999999999995,5.8676,4760.0,7.03,334.0,2.93,183.8,5663.0,4.377,1.031,293.30606,41.606369,14.11,0
3284,3285,11135694,CANDIDATE,49.537365,172.1948,0.435,9.862,202.0,1.48,532.0,18.87,10.1,6118.0,4.416,1.023,290.90042,48.746140000000004,15.450999999999999,1
3285,3286,10155434,CANDIDATE,12.70636123,180.63164,0.7929999999999999,2.395,872.0,2.75,697.0,55.86,54.0,5573.0,4.562,0.8390000000000001,296.80865,47.17194,14.673,0
3288,3289,10460984,CANDIDATE,94.886902,214.82879,0.982,6.922999999999999,642.0,4.24,429.0,7.99,25.5,5888.0,4.342,1.097,287.78085,47.629909999999995,14.282,0
3302,3303,8216763,CANDIDATE,24.0721647,148.9637,0.9490000000000001,3.1710000000000003,177.0,1.1,400.0,6.08,6.7,4352.0,4.671,0.613,284.26859,44.197540000000004,15.073,1
3308,3309,3758499,CANDIDATE,80.881757,136.6708,0.335,12.568,143.0,2.27,581.0,26.91,12.2,5934.0,3.945,1.885,294.36734,38.846889000000004,13.698,1
3315,3316,10157573,CANDIDATE,5.115750935,173.26599,1.475,2.5378,1060.0,60.74,1202.0,493.38,51.8,6398.0,4.4110000000000005,1.101,297.43201,47.128551,15.132,1
3317,3318,10221013,CANDIDATE,7.189379172000001,170.117783,0.9079999999999999,2.0351,8130.0,11.94,1026.0,261.94,288.5,6214.0,4.442,1.0759999999999998,296.6423,47.230331,15.356,0
3326,3327,7619236,CANDIDATE,562.1725914,185.968547,0.7801,9.8841,5880.0,10.9,241.0,0.8,208.4,5589.0,4.229,1.2890000000000001,295.198,43.269508,13.915999999999999,0
3327,3328,7630229,CANDIDATE,278.12439789999996,177.51831,0.871,3.978,2300.0,5.86,286.0,1.57,58.5,5799.0,4.408,1.05,297.82431,43.258381,13.714,0
3328,3329,7730747,CANDIDATE,4.034914368,172.257813,0.965,1.7874,800.0,6.95,1452.0,1052.15,92.6,5548.0,3.964,1.7930000000000001,281.29028,43.413342,13.831,1
3331,3332,7906882,CANDIDATE,52.51354873,171.6745959,0.679,3.2743,14300.0,12.43,472.0,11.73,825.0,5589.0,4.421,0.98,296.84076,43.647121000000006,13.579,0
3332,3333,7976520,CANDIDATE,4.17838675,171.98866,0.617,2.123,316.0,3.13,1430.0,988.44,15.1,5746.0,4.039,1.6869999999999998,297.11713,43.71143,13.812999999999999,1
3336,3337,2302997,CANDIDATE,16.2982201,134.7404,0.698,2.5580000000000003,199.0,0.78,388.0,5.38,7.9,3905.0,4.736000000000001,0.521,291.4549,37.67712,14.709000000000001,1
3339,3340,8505215,CANDIDATE,2190.701035,140.04806000000002,0.2597,19.891,1870.0,3.12,109.0,0.03,94.8,4965.0,4.555,0.736,295.43433,44.53112,12.96,1
3344,3345,5020319,CANDIDATE,16.71987303,171.40143,0.43700000000000006,3.3169999999999997,523.0,2.52,767.0,81.63,19.2,6020.0,4.388999999999999,1.085,294.37354,40.19463,13.034,0
3348,3349,12116489,CANDIDATE,12.3860474,132.8175,0.5379999999999999,2.6039999999999996,151.0,1.11,679.0,50.23,9.1,5121.0,4.457,0.888,294.5704,50.673019000000004,14.773,1
3350,3351,8480285,CANDIDATE,29.66631669,189.36948,0.019,8.412,668.0,2.83,644.0,40.68,95.3,5956.0,4.322,1.0979999999999999,284.7883,44.591679,13.965,0
3353,3354,10265898,CANDIDATE,3.29534567,132.48799,0.7290000000000001,1.902,142.0,1.23,1139.0,397.37,10.4,5550.0,4.5,0.9540000000000001,288.32791000000003,47.381592,15.342,1
3354,3355,10265898,CANDIDATE,5.25449393,132.55624,0.8370000000000001,3.0780000000000003,169.0,1.41,975.0,213.25,12.6,5550.0,4.5,0.9540000000000001,288.32791000000003,47.381592,15.342,1
3372,3373,10272442,CANDIDATE,70.2780911,151.32941,0.07,2.4659999999999997,782.0,2.54,434.0,8.38,14.9,5955.0,4.52,0.91,291.1973,47.3078,15.344000000000001,0
3373,3374,4055765,CANDIDATE,9.9664004,141.15323999999998,0.966,5.0127,1620.0,16.89,1578.0,1466.1,125.9,6638.0,3.6639999999999997,3.0789999999999997,291.17792000000003,39.199490000000004,12.597999999999999,1
3374,3375,5131180,CANDIDATE,14.85185526,177.9987,0.815,3.5263,1340.0,2.73,457.0,10.3,58.3,4129.0,4.636,0.652,299.29947000000004,40.235069,13.583,0
3379,3380,8869680,CANDIDATE,7.03380109,174.15771999999998,0.861,6.4185,139.0,2.61,1320.0,718.45,46.7,6122.0,4.019,1.9340000000000002,284.88037,45.134621,13.357000000000001,0
3380,3381,10843431,CANDIDATE,56.391062,167.579,0.92,5.7,2040.0,3.58,310.0,2.18,11.4,4406.0,4.643,0.628,282.37042,48.259289,16.324,1
3384,3385,10287242,CANDIDATE,22.34213536,171.55938999999998,0.973,6.461,2260.0,5.19,526.0,18.14,51.9,5237.0,4.5680000000000005,0.7070000000000001,296.69336,47.392151,15.637,0
3390,3391,5374854,CANDIDATE,23.783209699999997,179.75013,0.01,7.939,257.0,2.01,725.0,65.26,38.3,5877.0,4.2330000000000005,1.265,295.21744,40.592251,13.716,0
3401,3402,9588822,CANDIDATE,61.858947,191.9736,0.621,21.32,70.8,2.47,699.0,56.48,9.1,5529.0,3.685,2.8169999999999997,292.13428,46.202419,12.045,1
3405,3406,8456679,CANDIDATE,1.73513619,135.060047,0.045,2.2741,953.0,3.27,1554.0,1372.87,473.2,5751.0,4.391,1.071,299.70474,44.435749,12.565999999999999,1
3406,3407,5786676,CANDIDATE,11.95474513,178.72169399999999,0.601,2.1433,903.0,5.15,906.0,159.04,96.3,5059.0,3.9760000000000004,1.6569999999999998,290.39617999999996,41.040081,13.594000000000001,0
3422,3423,9266431,CANDIDATE,18.39629744,185.13946,0.872,2.7838,680.0,2.47,582.0,27.09,58.4,5316.0,4.57,0.804,284.38617,45.719711,13.704,0
3437,3438,10610039,CANDIDATE,3.07365139,134.17117,0.034,2.102,90.5,0.79,1215.0,515.92,9.6,6068.0,4.565,0.831,295.6709,47.830399,14.894,1
3449,3450,11284772,CANDIDATE,4.50158249,134.1153,0.016,1.855,176.0,0.73,676.0,49.21,9.7,4339.0,4.711,0.5529999999999999,284.56689,49.01255,15.142000000000001,1
3454,3455,4832837,CANDIDATE,5.06546874,131.94499,0.47700000000000004,2.2030000000000003,121.0,0.62,592.0,29.01,10.4,3939.0,4.705,0.557,290.92731000000003,39.91415,14.915,1
3456,3457,5441980,CANDIDATE,5.89399142,173.485973,0.867,1.2737,11000.0,11.16,940.0,185.03,252.5,5713.0,4.541,0.893,289.80908,40.615840999999996,14.377,0
3461,3462,2444412,CANDIDATE,14.91095177,141.336726,0.013999999999999999,3.325,865.0,2.62,694.0,54.87,116.9,5650.0,4.5,0.899,291.68335,37.751591,12.593,0
3466,3467,10972902,CANDIDATE,7.6720844,134.1756,0.523,3.451,75.1,0.72,875.0,138.74,8.4,5972.0,4.57,0.807,290.44476000000003,48.462891,14.765999999999998,1
3472,3473,6309763,CANDIDATE,3.2516590869999997,171.0604906,0.938,1.5286,4750.0,9.83,1384.0,865.87,466.2,6367.0,4.419,1.087,298.29404,41.6838,14.022,1
3482,3483,9413156,CANDIDATE,66.47762,184.2673,0.384,4.487,554.0,1.83,388.0,5.34,9.1,5515.0,4.592,0.775,295.36145,45.914840999999996,15.972000000000001,1
3484,3485,9846348,CANDIDATE,26.89316101,179.95245,0.98,2.3266,2190.0,6.78,614.0,33.54,119.6,6096.0,4.511,0.9079999999999999,297.49216,46.694519,13.754000000000001,0
3493,3494,2696205,CANDIDATE,0.702739679,131.533,0.742,1.379,65.1,0.73,1765.0,2292.96,9.5,5269.0,4.508,0.836,286.89841,37.93745,14.99,1
3494,3495,6752502,CANDIDATE,4.305219002,170.453154,0.626,2.6845,9740.0,10.34,1119.0,370.84,205.8,5780.0,4.438,1.0,282.15491000000003,42.234547,13.825999999999999,0
3503,3504,9714696,CANDIDATE,1.4333396040000002,169.85606,0.902,1.3665,305.0,2.08,1677.0,1873.33,39.6,6077.0,4.471,0.9990000000000001,293.68912,46.41288,14.811,1
3506,3507,10384962,CANDIDATE,2.8792433230000003,170.71063600000002,0.7090000000000001,2.6273,48100.0,21.02,1244.0,565.39,200.5,5941.0,4.533,0.885,281.77554,47.59325,14.370999999999999,1
3524,3525,12417486,CANDIDATE,155.042265,213.49978,0.8240000000000001,9.847999999999999,4880.0,26.44,511.0,16.15,117.9,4994.0,3.509,3.322,295.88027999999997,51.26379,14.932,1
3553,3554,2577353,CANDIDATE,60.458443,136.3553,0.451,8.43,175.0,1.59,511.0,16.14,9.7,5865.0,4.297,1.181,291.78078999999997,37.811508,14.544,1
3556,3557,4449034,CANDIDATE,38.13853099,180.43748,1.2309999999999999,3.8617,1230.0,68.75,873.0,137.15,58.9,6481.0,3.861,2.343,286.56378,39.53447,13.592,1
3558,3559,4478168,CANDIDATE,8.0292018,132.8283,0.51,3.4619999999999997,65.6,0.99,1040.0,276.27,11.7,6063.0,4.29,1.1909999999999998,295.19338999999997,39.539669,13.49,1
3571,3572,8686373,CANDIDATE,126.55718999999999,145.69736,0.965,8.079,366.0,4.59,524.0,17.85,24.8,6501.0,4.053999999999999,1.854,290.73001,44.836121,13.665999999999999,0
3575,3576,7256914,CANDIDATE,2.41750021,133.80584,0.895,4.33,58.2,1.19,1507.0,1221.36,15.2,5575.0,4.189,1.308,281.82318,42.811169,13.955,1
3576,3577,7256914,CANDIDATE,4.03357434,134.23275,0.855,5.886,66.2,1.23,1270.0,616.04,15.5,5575.0,4.189,1.308,281.82318,42.811169,13.955,0
3578,3579,6871071,CANDIDATE,7.66462913,137.38342,0.21600000000000003,3.614,114.0,1.6,1106.0,353.31,13.2,5640.0,4.087,1.515,294.13791000000003,42.370499,14.686,1
3579,3580,5530112,CANDIDATE,9.6887216,131.8295,0.11800000000000001,2.0,656.0,3.09,1014.0,250.25,18.1,6457.0,4.3580000000000005,1.196,290.65839,40.778542,14.158,0
3581,3582,5906694,CANDIDATE,13.06243545,144.18426000000002,0.128,3.2439999999999998,464.0,1.36,527.0,18.25,21.4,4522.0,4.615,0.655,299.3519,41.19574,14.885,0
3594,3595,3112129,CANDIDATE,0.48765627799999994,132.16692,0.037000000000000005,1.0129,110.0,0.99,2299.0,6647.8,25.1,5957.0,4.506,0.937,290.33718999999996,38.205009000000004,14.374,1
3597,3598,3103212,CANDIDATE,3.25424652,133.5121,0.665,5.377999999999999,82.1,0.96,1220.0,521.81,18.3,5692.0,4.421,1.004,287.75903,38.281551,14.359000000000002,0
3600,3601,6871071,CANDIDATE,11.9294568,133.74078,0.3789,3.193,132.0,1.05,797.0,95.42,11.7,5975.0,4.48,0.9,294.13791000000003,42.370499,14.686,1
3606,3607,10875007,CANDIDATE,9.54699216,140.15819,0.879,5.063,143.0,1.71,996.0,232.24,17.4,6274.0,4.357,1.232,296.9621,48.25639,14.718,0
3607,3608,10875007,CANDIDATE,14.708641,133.85125,0.96,5.394,131.0,1.82,862.0,130.5,12.8,6274.0,4.357,1.232,296.9621,48.25639,14.718,1
3608,3609,11465651,CANDIDATE,31.335109399999997,136.97538,0.706,6.071000000000001,265.0,1.99,666.0,46.53,16.7,6404.0,4.393,1.1420000000000001,296.62703999999997,49.353901,14.681,0
3616,3617,5881120,CANDIDATE,4.85018974,135.31157,0.985,5.676,64.5,1.1,1098.0,344.04,15.8,6032.0,4.485,0.973,293.31827000000004,41.116669,13.809000000000001,0
3618,3619,4548098,CANDIDATE,3.82315697,133.06936000000002,0.064,2.388,47.2,0.77,1282.0,638.38,8.9,6202.0,4.422,1.122,287.41006,39.65868,12.692,1
3621,3622,7021681,CANDIDATE,13.6032081,140.3975,0.777,2.592,181.0,0.75,397.0,5.85,9.4,3780.0,4.746,0.511,287.85812000000004,42.542629,15.107999999999999,1
3629,3630,4078311,CANDIDATE,9.84262076,134.02155,0.23399999999999999,1.6018,626.0,2.41,801.0,97.62,16.8,5585.0,4.49,0.972,296.5105,39.173321,15.308,0
3636,3637,11967788,CANDIDATE,7.23531329,133.12053999999998,0.326,3.338,112.0,1.53,1207.0,501.36,14.0,6422.0,4.218999999999999,1.421,294.03436,50.371651,13.165999999999999,1
3644,3645,7199060,CANDIDATE,64.1862264,191.65639,0.968,8.485,507.0,8.0,839.0,116.97,18.6,6951.0,3.766,2.758,291.38602000000003,42.709129,12.972000000000001,0
3645,3646,8439323,CANDIDATE,4.62602867,134.68092,0.7390000000000001,0.643,347.0,1.65,1012.0,247.34,14.7,5834.0,4.566,0.797,294.98059,44.425301,14.667,0
3646,3647,4458082,CANDIDATE,8.93484887,133.39108000000002,0.888,2.5789999999999997,136.0,1.83,1124.0,377.25,9.7,6688.0,4.303999999999999,1.347,289.74731,39.523453,13.827,1
3648,3649,11967788,CANDIDATE,4.93211932,132.4538,0.034,3.1439999999999997,50.5,1.02,1372.0,837.01,7.5,6422.0,4.218999999999999,1.421,294.03436,50.371651,13.165999999999999,1
3649,3650,7733731,CANDIDATE,4.85819429,135.14503,0.086,5.356,76.3,2.04,1685.0,1904.91,25.2,6109.0,3.78,2.326,283.12854,43.45686,13.269,1
3652,3653,3110177,CANDIDATE,3.39904814,134.6684,0.596,2.9219999999999997,69.6,0.81,1191.0,477.15,8.1,5766.0,4.444,0.929,289.84286000000003,38.237049,14.802999999999999,1
3657,3658,5942808,CANDIDATE,0.626281766,131.90594,0.5529999999999999,1.1812,433.0,1.76,1711.0,2011.27,31.0,4922.0,4.505,0.823,285.21667,41.282429,15.622,1
3658,3659,3232249,CANDIDATE,1.183505016,131.75303,0.40299999999999997,1.275,117.0,0.8,1293.0,658.87,10.0,4832.0,4.592,0.746,290.6864,38.355598,15.424000000000001,1
3659,3660,5688683,CANDIDATE,2.790643481,133.1555,0.787,0.6871,202.0,0.99,816.0,104.74,20.2,4353.0,4.681,0.603,285.69,40.99453,13.435,0
3664,3665,7449554,CANDIDATE,15.9042402,131.50051000000002,0.8759999999999999,2.093,445.0,3.79,863.0,131.11,13.3,5583.0,4.077,1.53,293.20377,43.057010999999996,15.61,1
3667,3668,8282651,CANDIDATE,4.16288745,131.67875,0.4265,0.6779999999999999,392.0,1.32,763.0,80.23,12.0,4478.0,4.615,0.6509999999999999,284.10778999999997,44.245810999999996,15.658,1
3671,3672,8222627,CANDIDATE,1.121733366,131.56919,0.46399999999999997,1.032,84.3,2.39,2384.0,7641.15,13.6,5023.0,3.682,2.571,287.50375,44.167259,13.875,1
3672,3673,8951205,CANDIDATE,4.95060632,132.80913999999999,0.45799999999999996,1.719,310.0,1.28,885.0,145.23,17.4,5431.0,4.623,0.7170000000000001,291.20419,45.238392,15.309000000000001,0
3690,3691,9071593,CANDIDATE,59.284064,148.75406999999998,0.556,5.42,424.0,1.81,401.0,6.14,13.1,5225.0,4.505,0.8590000000000001,283.29214,45.434109,15.48,1
3695,3696,8264402,CANDIDATE,215.956008,271.3671,0.9590000000000001,10.425,393.0,3.36,361.0,4.03,23.3,6163.0,4.27,1.3130000000000002,300.94568,44.164688,12.853,0
3698,3699,3129238,CANDIDATE,2.00870696,131.51,0.19399999999999998,4.87,53.5,0.55,1232.0,542.87,12.2,5341.0,4.526,0.759,294.3035,38.203011,12.334000000000001,1
3701,3702,7907808,CANDIDATE,0.655939788,132.09996999999998,0.301,1.318,73.0,1.48,2411.0,7986.43,18.7,4968.0,3.924,1.755,297.08301,43.679951,14.511,1
3717,3718,9655005,CANDIDATE,1.39862757,132.65615,0.617,9.625,45.5,2.39,3562.0,38048.23,59.6,7872.0,3.7319999999999998,3.367,294.20068,46.327221,11.915,1
3721,3722,5092655,CANDIDATE,0.7832583870000001,131.74358,0.2514,2.2926,329.0,1.28,1559.0,1395.69,28.5,5067.0,4.565,0.715,289.79135,40.299431,15.729000000000001,1
3731,3732,9700449,CANDIDATE,110.46174599999999,147.5465,0.036000000000000004,12.46,331.0,1.93,420.0,7.34,15.8,6321.0,4.434,1.058,287.03952000000004,46.481701,15.092,1
3734,3735,6140059,CANDIDATE,44.6226725,137.942,0.9309999999999999,12.974,132.0,1.73,613.0,33.39,20.6,6198.0,4.252,1.239,296.3566,41.455391,13.519,1
3735,3736,5726910,CANDIDATE,2.43142974,133.83385,0.2234,2.713,147.0,1.17,1378.0,852.0,10.7,5750.0,4.364,0.965,297.35278,40.958141,14.539000000000001,1
3736,3737,1718958,CANDIDATE,1.41975831,132.92,0.644,1.429,60.9,0.85,1700.0,1968.38,8.1,5925.0,4.394,1.035,290.91934,37.28717,12.800999999999998,1
3737,3738,6428794,CANDIDATE,169.135056,201.8055,0.754,8.931000000000001,641.0,2.21,273.0,1.31,24.5,5171.0,4.545,0.8009999999999999,286.60889,41.889339,14.565999999999999,0
3739,3740,4673628,CANDIDATE,3.951383138,132.06462,1.217,1.0582,406.0,23.51,1083.0,324.78,23.9,5570.0,4.458,0.899,296.40375,39.722649,14.368,1
3741,3742,3852872,CANDIDATE,80.76989300000001,188.5556,0.158,4.2,129.0,1.87,475.0,12.07,6.7,4965.0,3.9610000000000003,1.7080000000000002,292.13876,38.94154,13.026,1
3750,3751,9086154,CANDIDATE,225.26212999999998,224.9887,0.349,14.459000000000001,389.0,2.36,329.0,2.77,24.6,5799.0,4.276,1.1909999999999998,290.83389,45.43565,13.841,1
3753,3754,11970988,CANDIDATE,2.31482311,133.04856999999998,0.067,2.127,58.6,0.69,1237.0,554.4,14.2,5240.0,4.428,0.9229999999999999,295.52948,50.370399,13.505999999999998,1
3759,3760,6792908,CANDIDATE,10.778313,136.6142,0.591,5.256,90.7,1.25,1067.0,306.18,12.5,6726.0,4.262,1.258,295.96259,42.200256,13.264000000000001,1
3761,3762,8087812,CANDIDATE,27.210680699999998,132.3793,0.973,10.515,99.4,1.73,725.0,65.27,16.9,5973.0,4.171,1.305,288.07648,43.958488,13.694,0
3763,3764,10534155,CANDIDATE,4.32710895,133.40886,1.158,1.3869999999999998,109.0,26.6,1397.0,900.23,12.9,5776.0,4.018,1.455,291.50122000000005,47.74773,13.404000000000002,1
3764,3765,5308537,CANDIDATE,14.265154500000001,143.22024,0.353,3.6010000000000004,66.3,1.06,853.0,125.45,13.9,5825.0,4.237,1.291,299.53479,40.477779,12.515,1
3765,3766,6350882,CANDIDATE,5.04404366,136.00785,0.08,1.682,237.0,1.47,1078.0,318.92,11.6,6039.0,4.493,0.951,287.04236000000003,41.752209,15.744000000000002,1
3768,3769,3450040,CANDIDATE,1.166960319,131.64332,0.033,1.6823,97.8,0.88,1596.0,1534.29,17.9,5632.0,4.537,0.904,293.05408,38.54179,14.390999999999998,1
3771,3772,9456281,CANDIDATE,0.701944362,132.00161,0.07,0.6409999999999999,211.0,0.8,1227.0,535.78,17.1,4236.0,4.698,0.539,287.80502,46.00116,15.397,0
3772,3773,5129453,CANDIDATE,3.05772668,133.06691999999998,0.006999999999999999,1.819,311.0,1.23,878.0,141.1,13.7,4483.0,4.57,0.731,298.98502,40.203709,15.745,1
3773,3774,7918478,CANDIDATE,9.9092109,133.092,0.755,2.552,942.0,2.35,693.0,54.54,6.4,5396.0,4.632,0.7020000000000001,299.66617,43.619469,15.96,1
3780,3781,9509343,CANDIDATE,6.39269778,135.6101,0.011000000000000001,2.138,174.0,1.21,890.0,148.31,11.3,5248.0,4.416,0.943,282.76062,46.177841,14.93,1
3784,3785,7673841,CANDIDATE,7.87845756,138.58643999999998,0.562,3.912,44.1,0.78,989.0,226.11,10.5,5767.0,4.287,1.135,288.66077,43.36808,13.455,1
3795,3796,11968463,CANDIDATE,27.9040511,154.9434,0.8540000000000001,5.346,300.0,2.19,677.0,49.53,12.8,6325.0,4.409,1.112,294.33847000000003,50.33654,15.212,1
3802,3803,5436161,CANDIDATE,0.644322147,131.95490700000002,1.3275,0.893,1080.0,24.39,1592.0,1516.94,79.6,5136.0,4.648,0.612,287.75916,40.65704,14.999,1
3804,3805,4571844,CANDIDATE,17.8075656,146.88323,0.474,1.643,1510.0,3.92,742.0,71.56,11.8,6194.0,4.45,0.981,294.42126,39.628471000000005,15.574000000000002,1
3807,3808,2859893,CANDIDATE,333.03842000000003,220.9235,0.2184,5.9479999999999995,1260.0,3.19,247.0,0.89,7.0,5743.0,4.534,0.903,293.01489,38.012402,15.954,1
