,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
7003,7004,4139254,CANDIDATE,485.92297,299.5015,0.4516,3.7560000000000002,123.0,1.07,225.0,0.61,5.5,5551.0,4.386,0.9570000000000001,285.8627,39.20528,12.12,1
7005,7006,10141900,CANDIDATE,9.655047300000001,137.07505,0.124,2.752,313.0,1.45,705.0,58.36,12.2,4999.0,4.49,0.843,292.14447,47.157348999999996,15.692,1
7008,7009,4255944,CANDIDATE,228.65412,282.7548,0.225,2.487,179.0,3.63,521.0,17.44,6.6,6845.0,3.8489999999999998,2.674,289.84817999999996,39.331463,12.914000000000001,1
7016,7017,9655711,CANDIDATE,12.7143635,134.79818,0.071,3.1010000000000004,525.0,2.2,785.0,89.81,9.9,5947.0,4.481,0.9620000000000001,294.444,46.335972,16.154,1
7017,7018,5856571,CANDIDATE,80.41037829999999,171.29626000000002,0.9129999999999999,3.487,591.0,4.93,535.0,19.35,14.0,5476.0,3.904,1.673,284.09457000000003,41.182819,13.237,1
7018,7019,8222395,CANDIDATE,1.93188768,133.1676,0.256,1.087,37.8,0.57,1427.0,977.65,8.8,5896.0,4.516,0.914,287.37039,44.187988,13.5,1
7027,7028,8107150,CANDIDATE,5.2449156,136.0365,0.019,8.367,35.5,0.52,1015.0,251.14,11.7,5823.0,4.486000000000001,0.878,295.0809,43.953239,13.695,1
7030,7031,4739229,CANDIDATE,4.66185924,133.58514,0.2695,3.1639999999999997,49.3,1.16,1610.0,1590.18,15.8,7081.0,4.16,1.619,289.53336,39.836639,12.767000000000001,1
7032,7033,4742420,CANDIDATE,90.097375,143.8471,0.042,12.697000000000001,283.0,1.7,430.0,8.05,11.5,6116.0,4.444,1.008,290.45026,39.862010999999995,15.415999999999999,1
7033,7034,9655711,CANDIDATE,7.72966941,138.92566000000002,0.6679999999999999,2.0909999999999997,427.0,2.1,927.0,174.28,8.4,5947.0,4.481,0.9620000000000001,294.444,46.335972,16.154,1
7041,7042,9008103,CANDIDATE,87.707513,205.7369,0.4,2.184,578.0,1.72,310.0,2.2,7.1,4944.0,4.614,0.721,286.08907999999997,45.369011,15.322000000000001,1
7049,7050,5795648,CANDIDATE,4.553370029,135.433898,0.951,3.2209,23700.0,25.84,1264.0,603.58,570.6,6306.0,4.346,1.109,293.2944,41.035351,11.470999999999998,1
7056,7057,4742420,CANDIDATE,205.41415,295.6538,0.0856,10.26,284.0,1.67,323.0,2.58,7.9,6123.0,4.465,0.991,290.45026,39.862010999999995,15.415999999999999,1
7067,7068,10200627,CANDIDATE,7.7016694,134.2294,0.01,10.898,156.0,4.44,1627.0,1656.27,17.8,5174.0,3.228,3.608,288.79553,47.203651,15.267999999999999,1
7072,7073,8332521,CANDIDATE,4.67250377,135.23678,0.95,4.441,79.6,1.11,1149.0,412.73,13.8,6146.0,4.454,0.987,301.56284,44.240390999999995,13.775,1
7080,7081,10964440,CANDIDATE,144.68891499999998,256.343,0.087,9.468,397.0,3.33,416.0,7.09,11.6,5372.0,4.007,1.71,285.66269,48.435371,14.569,1
7082,7083,5428657,CANDIDATE,1.54287434,132.61697,0.013000000000000001,1.1121,401.0,1.05,1007.0,243.62,20.7,4530.0,4.704,0.539,284.44101,40.625,15.120999999999999,0
7085,7086,5629353,CANDIDATE,33.3200908,150.0494,0.069,6.5265,6190.0,13.0,750.0,74.79,84.5,6264.0,4.133,1.651,294.55789,40.850497999999995,14.624,0
7092,7093,4736569,CANDIDATE,7.07394528,136.64371,0.27699999999999997,2.319,228.0,0.84,647.0,41.43,9.5,4777.0,4.689,0.561,288.66891,39.824009000000004,15.629000000000001,1
7096,7097,10662202,CANDIDATE,14.516741,138.83799,0.851,2.7060000000000004,227.0,1.45,606.0,31.8,10.1,4954.0,4.5,0.828,290.46512,47.92918,15.377,1
7097,7098,9008103,CANDIDATE,20.5718107,142.80267,0.12300000000000001,3.3989999999999996,379.0,1.34,498.0,14.51,13.0,4922.0,4.624,0.708,286.08907999999997,45.369011,15.322000000000001,1
7105,7106,5629353,CANDIDATE,11.867172,142.985,0.001,4.815,596.0,4.03,1058.0,296.23,13.4,6264.0,4.133,1.651,294.55789,40.850497999999995,14.624,1
7113,7114,10735988,CANDIDATE,1.927177921,132.571474,0.39899999999999997,2.7742,136000.0,28.94,1219.0,523.16,204.7,5193.0,4.525,0.774,293.74011,48.011501,15.706,1
7122,7123,11968463,CANDIDATE,6.06330298,136.17606999999998,0.0214,3.275,201.0,1.64,1153.0,418.4,13.1,6308.0,4.353,1.153,294.33847000000003,50.33654,15.212,1
7124,7125,11074835,CANDIDATE,26.115288699999997,145.5641,0.1382,12.54,70.0,2.38,898.0,153.98,10.6,5190.0,3.63,2.912,286.71564,48.645278999999995,13.274000000000001,1
7136,7137,6032730,CANDIDATE,96.509214,223.808,3.6303,0.589,1530.0,860.3,787.0,90.63,3.8,7343.0,3.7510000000000003,2.955,288.5929,41.307339,8.655,1
7141,7142,9839821,CANDIDATE,180.921729,234.3344,0.025,8.99,742.0,2.3,302.0,1.96,16.2,5818.0,4.553999999999999,0.848,295.34271,46.602261,14.876,0
7148,7149,11462969,CANDIDATE,406.496216,325.9025,0.5052,3.495,380.0,1.77,236.0,0.73,6.9,5847.0,4.525,0.884,295.56683,49.378029,13.892999999999999,1
7159,7160,6221385,CANDIDATE,7.3138454,137.561,0.893,2.273,248.0,2.73,1263.0,601.53,9.2,6486.0,4.136,1.485,296.35944,41.574532,14.263,1
7166,7167,11566064,CANDIDATE,11.1619384,133.5538,0.7390000000000001,5.195,124.0,1.97,1093.0,337.23,13.4,6200.0,4.072,1.64,295.21268,49.56218,13.374,1
7170,7171,11656928,CANDIDATE,78.86684,143.7314,0.2074,4.5,86.1,1.3,573.0,25.44,4.8,6907.0,4.263999999999999,1.381,289.03772000000004,49.712601,12.914000000000001,1
7178,7179,7825899,CANDIDATE,28.8672107,156.19578,0.040999999999999995,3.782,347.0,1.51,493.0,14.0,12.0,5191.0,4.564,0.8370000000000001,293.0614,43.58136,15.258,1
7181,7182,6946708,CANDIDATE,431.78556,507.3561,0.196,9.135,333.0,1.36,211.0,0.47,9.4,5642.0,4.6,0.747,291.20096,42.449989,14.401,1
7188,7189,11775507,CANDIDATE,112.317402,241.6462,0.5434,3.471,182.0,1.77,475.0,12.05,7.8,6528.0,4.257,1.26,297.51782000000003,49.917702,12.431,1
7204,7205,10545066,CANDIDATE,154.607419,250.5204,0.0898,9.225,280.0,1.56,340.0,3.16,13.4,6017.0,4.508,0.9309999999999999,295.68481,47.748081,13.936,1
7205,7206,7663405,CANDIDATE,57.132855000000006,152.9919,0.32,4.958,414.0,1.81,414.0,6.94,11.0,5157.0,4.445,0.904,283.47818,43.383781,15.369000000000002,1
7207,7208,12367464,CANDIDATE,1.853209359,132.249661,0.99,1.7543,12300.0,32.99,2100.0,4584.55,238.9,6384.0,4.026,1.716,296.41437,51.162006,13.085,1
7209,7210,11358389,CANDIDATE,28.2251049,153.7452,0.778,2.354,201.0,1.59,625.0,36.13,8.9,6014.0,4.436,1.021,295.62658999999996,49.130428,14.651,1
7212,7213,3548044,CANDIDATE,445.21685,202.847,0.0,16.37,212.0,1.37,237.0,0.74,11.1,5670.0,4.387,0.95,292.32645,38.657581,13.865,1
7214,7215,8168187,CANDIDATE,35.502865,150.4186,0.7829999999999999,8.149,116.0,2.18,724.0,64.83,11.0,5528.0,3.892,1.839,292.71445,44.082329,14.31,1
7224,7225,7835312,CANDIDATE,29.5126153,134.7234,0.188,6.314,188.0,1.84,678.0,49.95,9.4,5746.0,4.189,1.351,295.97078999999997,43.52969,15.334000000000001,1
7232,7233,10730703,CANDIDATE,46.331703000000005,173.2164,0.1484,4.513999999999999,300.0,1.39,441.0,8.98,9.4,5477.0,4.571000000000001,0.815,291.65778,48.009312,15.378,1
7233,7234,4665571,CANDIDATE,0.766691517,132.19666999999998,0.38799999999999996,1.2638,244.0,1.22,1541.0,1334.22,29.5,4821.0,4.529,0.7879999999999999,294.6647,39.783829,14.902999999999999,1
7235,7236,7289317,CANDIDATE,7.1931193,137.2737,0.29600000000000004,2.935,126.0,1.12,916.0,166.3,10.7,5518.0,4.4,1.008,294.00946,42.880772,14.834000000000001,1
7240,7241,7375348,CANDIDATE,47.743950899999994,160.15905,0.977,2.99,96.9,1.74,575.0,25.84,15.0,5949.0,4.272,1.2919999999999998,295.40432999999996,42.981421999999995,11.472000000000001,0
7241,7242,1432789,CANDIDATE,4.57834367,132.2982,0.23199999999999998,3.987,141.0,1.44,1206.0,499.41,11.4,5782.0,4.28,1.22,291.49942000000004,37.05928,15.214,1
7249,7250,8163784,CANDIDATE,31.8134892,137.82331000000002,0.2316,1.422,234.0,1.18,496.0,14.31,5.2,5505.0,4.586,0.7759999999999999,291.06699,44.071201,14.458,1
7250,7251,2305866,CANDIDATE,115.230655,176.644,0.95,17.735,164.0,4.02,632.0,37.8,21.3,6585.0,3.813,2.517,292.09332,37.613479999999996,12.605,1
7252,7253,6436029,CANDIDATE,505.462916,458.07755,0.489,10.127,1720.0,3.46,181.0,0.25,17.6,4817.0,4.499,0.833,289.53882000000004,41.892818,15.767999999999999,0
7253,7254,7767162,CANDIDATE,274.74303199999997,300.5018,0.4073,9.137,309.0,2.16,330.0,2.82,12.2,6277.0,4.306,1.207,296.29355,43.403271000000004,13.749,1
7268,7269,8223568,CANDIDATE,143.09688,143.701,0.1129,17.74,125.0,1.48,441.0,8.94,6.4,6725.0,4.335,1.31,287.9856,44.147202,11.538,1
7271,7272,8355178,CANDIDATE,13.032730099999998,133.6778,0.67,3.9019999999999997,242.0,1.64,809.0,101.4,11.1,6122.0,4.471,0.996,287.53177,44.308009999999996,15.863,1
7272,7273,4770174,CANDIDATE,31.9533679,159.6588,0.773,8.424,106.0,1.65,725.0,65.15,15.2,6313.0,4.228,1.4669999999999999,297.39371,39.829041,12.742,0
7273,7274,9838804,CANDIDATE,458.16754000000003,462.2522,0.1573,6.97,683.0,2.11,208.0,0.45,5.6,5536.0,4.566,0.816,294.96246,46.676289000000004,15.982999999999999,1
7274,7275,9020114,CANDIDATE,67.8766605,187.3703,0.0011,2.5980000000000003,389.0,1.92,455.0,10.11,9.1,6018.0,4.485,0.975,291.16437,45.318290999999995,14.953,1
7276,7277,7983117,CANDIDATE,25.0901574,138.4988,0.935,8.273,37.7,1.35,852.0,124.33,12.1,6033.0,3.985,1.788,298.67377,43.795479,12.014000000000001,1
7278,7279,9966219,CANDIDATE,326.6708,327.7185,0.6133,10.84,386.0,2.2,283.0,1.52,10.8,5896.0,4.343,1.072,297.47839,46.81575,14.388,1
7280,7281,7219825,CANDIDATE,362.97828,256.5011,0.055,14.083,261.0,1.96,296.0,1.81,13.0,6086.0,4.274,1.216,296.99863,42.78196,14.061,1
7285,7286,8263187,CANDIDATE,36.566324,141.4473,0.018000000000000002,4.832,2940.0,15.41,828.0,110.92,8.1,5294.0,3.5989999999999998,2.884,300.63809,44.156269,17.195,1
7316,7317,7289338,CANDIDATE,5.77451117,134.51434,0.348,3.752,156.0,1.87,1232.0,544.74,11.2,5821.0,4.127,1.492,294.01529,42.824371,15.589,1
7320,7321,11442793,CANDIDATE,124.92251599999999,129.7295,0.943,11.942,499.0,3.37,407.0,6.45,24.4,5970.0,4.317,1.2,284.4335,49.305161,13.804,0
7325,7326,8218379,CANDIDATE,10.1384691,137.7149,0.207,4.026,92.8,0.74,723.0,64.55,9.1,5483.0,4.5889999999999995,0.779,285.12203999999997,44.1106,14.64,1
7329,7330,3646449,CANDIDATE,65.75210899999999,183.3112,0.109,6.854,383.0,2.0,458.0,10.36,9.9,5816.0,4.4319999999999995,1.03,291.65906,38.712158,15.478,1
7334,7335,5531953,CANDIDATE,21.9139549,148.52143999999998,1.2,3.2710000000000004,584.0,10.39,303.0,2.01,11.8,3638.0,4.843999999999999,0.42,291.285,40.730049,15.855,1
7335,7336,7620413,CANDIDATE,3.66520844,131.50911000000002,0.045,3.3080000000000003,65.8,0.82,1168.0,439.57,10.3,5579.0,4.388999999999999,1.0290000000000001,295.50269,43.232791999999996,14.735999999999999,1
7336,7337,8838950,CANDIDATE,4.02321842,135.41629,0.396,2.162,81.2,0.48,747.0,73.5,9.8,4671.0,4.721,0.528,298.41931,45.071442,14.363,1
7337,7338,6964929,CANDIDATE,5.06993245,135.836,0.3584,3.241,93.6,0.92,1053.0,291.11,11.6,5957.0,4.506,0.937,296.23282,42.47279,14.758,1
7346,7347,4150611,CANDIDATE,0.761119678,131.68986,1.129,1.43,1110.0,27.81,2977.0,18660.94,9.7,6911.0,4.038,1.501,289.74249,39.267059,7.899,1
7349,7350,5706592,CANDIDATE,8.6040858,138.16299999999998,0.4146,3.01,87.6,0.94,947.0,189.96,6.4,6250.0,4.4719999999999995,0.986,292.17028999999997,40.907162,15.173,1
7350,7351,5716244,CANDIDATE,1.330333096,132.78555500000002,0.6920000000000001,5.045,61900.0,24.3,1634.0,1691.25,700.5,5984.0,4.521,0.9059999999999999,294.96027000000004,40.986979999999996,15.423,1
7354,7355,8364232,CANDIDATE,65.415183,140.2325,0.377,4.224,417.0,1.31,295.0,1.79,8.9,4348.0,4.62,0.6459999999999999,291.31281,44.38192,15.559000000000001,1
7355,7356,6670742,CANDIDATE,72.28198,156.753,0.2405,2.478,1270.0,13.11,984.0,221.28,5.4,7694.0,3.6310000000000002,3.627,284.33261,42.12709,9.277000000000001,1
7364,7365,7592922,CANDIDATE,2.15888911,131.97752,0.22399999999999998,1.791,102.0,0.72,1130.0,384.49,9.9,5269.0,4.627,0.713,286.33069,43.267928999999995,15.377,1
7365,7366,7602351,CANDIDATE,17.580602600000002,148.6715,0.879,4.17,139.0,1.87,816.0,104.96,8.4,5839.0,4.199,1.358,290.12088,43.24361,14.989,1
7371,7372,8362974,CANDIDATE,2.71772323,133.9451,0.19699999999999998,3.22,70.3,0.72,1123.0,375.05,9.3,5135.0,4.4639999999999995,0.8740000000000001,290.85971,44.350922,14.52,1
7375,7376,9301564,CANDIDATE,23.9830523,136.7741,0.096,8.77,83.2,1.17,718.0,62.83,11.3,5696.0,4.178,1.2919999999999998,298.80557000000005,45.759997999999996,13.863,1
7377,7378,10089123,CANDIDATE,134.41380800000002,227.9768,0.1857,13.907,206.0,1.69,391.0,5.51,12.5,6013.0,4.37,1.187,296.89828,47.081059,14.262,1
7382,7383,8555967,CANDIDATE,347.97611,169.433,0.057,16.77,341.0,1.62,253.0,0.97,11.9,5995.0,4.5360000000000005,0.878,290.3031,44.678089,14.648,1
7387,7388,3547760,CANDIDATE,5.78901936,136.9845,0.1847,3.102,110.0,0.78,849.0,122.75,7.8,5289.0,4.546,0.748,292.25284,38.608990000000006,14.790999999999999,1
7391,7392,6767227,CANDIDATE,5.522479,133.1184,0.6606,2.6660000000000004,33.1,0.76,1288.0,650.66,8.6,6532.0,4.271,1.247,288.52902,42.27626,13.05,1
7393,7394,3854496,CANDIDATE,9.458805400000001,136.8156,0.365,3.66,270.0,1.78,943.0,187.04,8.6,6247.0,4.433,1.0659999999999998,292.56421,38.931129,15.812000000000001,1
7397,7398,3972432,CANDIDATE,2.90805147,134.3193,0.7709999999999999,2.812,103.0,0.97,1220.0,523.63,8.3,5889.0,4.543,0.8690000000000001,295.89651000000003,39.076359000000004,14.557,1
7407,7408,5860347,CANDIDATE,2.56271232,131.69665,0.34600000000000003,2.1630000000000003,29.4,0.48,1171.0,443.49,8.2,5190.0,4.446000000000001,0.899,285.95218,41.14439,13.273,1
7411,7412,6715997,CANDIDATE,15.08186,141.7289,0.7171,4.004,81.6,0.98,758.0,78.11,7.1,5794.0,4.377,1.012,297.83545,42.11039,14.45,1
7412,7413,6768616,CANDIDATE,13.05609,140.7128,0.09699999999999999,3.498,171.0,1.3,814.0,103.85,10.8,6078.0,4.434,0.9940000000000001,289.04434,42.280021999999995,15.154000000000002,1
7432,7433,10163067,CANDIDATE,25.9136674,131.8232,0.982,10.498,110.0,3.37,966.0,205.72,16.1,6167.0,3.804,2.346,298.9006,47.107769,12.556,0
7439,7440,11241560,CANDIDATE,6.96197304,135.55021000000002,0.10300000000000001,2.806,151.0,0.97,778.0,86.68,8.8,5008.0,4.506,0.8140000000000001,290.43677,48.983452,15.352,1
7443,7444,11286311,CANDIDATE,13.153840900000002,143.31,0.39,11.56,105.0,1.03,750.0,74.8,10.6,5443.0,4.36,1.008,285.63681,49.009109,15.007,1
7445,7446,8043638,CANDIDATE,36.048479799999996,150.0591,0.294,5.763,128.0,1.24,566.0,24.28,8.5,5602.0,4.33,1.1,296.63684,43.802792,14.743,1
7448,7449,1293379,CANDIDATE,27.556452,132.1916,0.1438,8.23,289.0,1.4,531.0,18.86,6.7,5509.0,4.565,0.836,291.11397999999997,36.994061,15.979000000000001,1
7453,7454,4076061,CANDIDATE,566.28176,440.2605,0.2065,20.39,1200.0,2.79,203.0,0.4,8.9,5829.0,4.575,0.802,296.07407,39.158192,15.992,1
7463,7464,5951140,CANDIDATE,0.52740121,131.6718,0.4309,4.8069999999999995,1320.0,1.49,1027.0,263.23,31.1,3582.0,4.8469999999999995,0.41,288.88849,41.246738,14.353,0
7472,7473,6853172,CANDIDATE,28.655497999999998,157.1618,0.079,8.58,174.0,1.45,658.0,44.37,10.1,6268.0,4.428999999999999,1.1,288.73028999999997,42.334011,15.425999999999998,1
7475,7476,7687365,CANDIDATE,26.1556767,154.35223,0.166,1.5419999999999998,295.0,1.28,501.0,14.92,7.0,5204.0,4.573,0.76,293.41785,43.34285,15.425,1
7476,7477,7700500,CANDIDATE,4.60687717,133.8738,0.341,2.295,259.0,1.14,865.0,132.78,7.5,5110.0,4.582,0.711,297.24039,43.397678000000006,15.93,1
7484,7485,8442795,CANDIDATE,502.20642000000004,162.9131,0.9802,9.39,448.0,2.18,212.0,0.48,7.1,6018.0,4.615,0.733,296.05728,44.461079,14.948,1
7485,7486,9397900,CANDIDATE,10.511377900000001,140.9553,0.198,4.74,29.9,0.72,1052.0,289.46,8.8,6575.0,4.2780000000000005,1.305,289.04196,45.977081,12.931,1
7492,7493,10264293,CANDIDATE,20.9525604,146.3809,0.74,3.986,233.0,1.19,495.0,14.2,9.8,4885.0,4.61,0.72,287.47986000000003,47.360161,15.645,1
7495,7496,10290021,CANDIDATE,3.72920972,131.9326,0.5232,5.012,14.4,0.8,1713.0,2035.92,9.6,6215.0,3.955,2.05,297.47162000000003,47.39994,9.976,1
7498,7499,11288492,CANDIDATE,5.704593,134.40102,0.285,1.149,130.0,0.95,900.0,154.92,8.5,5523.0,4.566,0.8320000000000001,287.04843,49.02861,14.572000000000001,1
7500,7501,11296724,CANDIDATE,1.9997243999999998,131.93045,0.37,1.976,85.1,0.84,1385.0,870.41,8.9,5838.0,4.529,0.897,291.72017999999997,49.084540999999994,15.512,1
7505,7506,2161949,CANDIDATE,4.78113942,131.7043,0.11800000000000001,2.733,106.0,1.14,1130.0,386.46,9.6,5683.0,4.3260000000000005,1.115,291.8129,37.55587,14.595,1
7506,7507,2161949,CANDIDATE,7.18864064,133.14566000000002,0.424,2.364,134.0,1.3,987.0,223.87,9.3,5683.0,4.3260000000000005,1.115,291.8129,37.55587,14.595,1
7513,7514,5083138,CANDIDATE,27.122801000000003,141.9673,0.3462,5.255,235.0,1.46,594.0,29.38,8.1,5878.0,4.512,0.945,286.21539,40.203410999999996,15.747,1
7514,7515,5087223,CANDIDATE,5.62241111,132.74702,0.4026,1.185,464.0,1.17,561.0,23.43,8.5,3894.0,4.71,0.541,287.97455,40.25523,15.627,1
7516,7517,5092799,CANDIDATE,11.2901559,135.3964,0.6285,10.475,164.0,0.88,617.0,34.17,8.6,5025.0,4.609,0.657,289.84402,40.262741,15.929,1
7521,7522,6019971,CANDIDATE,7.1356633,135.09646,0.735,1.7890000000000001,256.0,1.38,751.0,75.39,9.8,4926.0,4.522,0.7929999999999999,282.58801,41.347091999999996,15.125,1
7522,7523,6035335,CANDIDATE,1.0444084470000001,132.31116,0.1512,3.633,46.2,1.17,2745.0,13421.48,15.1,7274.0,4.1610000000000005,1.6980000000000002,289.51791000000003,41.343632,11.865,1
7525,7526,6864706,CANDIDATE,14.590924900000001,142.72,0.3084,1.591,147.0,0.93,622.0,35.34,6.3,5214.0,4.527,0.7659999999999999,292.30566,42.302479,14.953,1
7541,7542,9480398,CANDIDATE,407.14656,509.25699999999995,0.7466,23.26,82.3,1.18,272.0,1.29,8.2,5845.0,4.282,1.198,297.37427,46.054806,13.31,1
7542,7543,9513168,CANDIDATE,6.853888,136.5231,0.469,2.5610000000000004,654.0,1.74,613.0,33.32,8.2,4199.0,4.609,0.684,284.95761,46.143809999999995,16.538,1
7544,7545,12116489,CANDIDATE,7.34672485,134.5155,0.2525,2.136,143.0,0.97,784.0,89.33,10.1,5271.0,4.578,0.821,294.5704,50.673019000000004,14.773,1
7552,7553,11455795,CANDIDATE,1.0573356790000001,131.792007,0.262,1.5795,47300.0,14.59,1276.0,623.51,476.0,4664.0,4.593999999999999,0.6829999999999999,292.18417,49.31004,15.414000000000001,1
7555,7556,2283362,CANDIDATE,0.673141323,131.68751,0.1065,0.9209999999999999,230.0,1.29,1834.0,2675.15,10.5,5461.0,4.552,0.858,286.11075,37.611851,15.770999999999999,1
7556,7557,2301068,CANDIDATE,8.60965352,134.38828999999998,0.213,2.218,63.2,3.33,1550.0,1365.41,9.9,5418.0,3.447,4.2330000000000005,291.02719,37.613911,12.765,1
7559,7560,2422820,CANDIDATE,13.8911152,137.3481,0.168,5.062,205.0,1.12,674.0,48.8,10.3,5472.0,4.499,0.79,286.13457999999997,37.799881,15.365,1
7565,7566,4282390,CANDIDATE,1.96134311,132.30563,1.159,11.856,208.0,41.53,2167.0,5197.02,59.5,6221.0,3.935,2.198,296.14655,39.396938,13.749,1
7572,7573,6045093,CANDIDATE,28.2682167,135.5505,0.5643,1.355,197.0,1.22,526.0,18.12,6.0,5496.0,4.564,0.838,292.64594,41.353039,14.927,1
7578,7579,8391983,CANDIDATE,0.70965042,131.97695,0.145,1.318,223.0,1.49,2036.0,4086.46,9.4,5618.0,4.373,1.002,299.77227999999997,44.363021999999994,15.444,1
7584,7585,7811211,CANDIDATE,0.902403563,131.827273,0.8925,1.7129,4760.0,6.17,1688.0,1919.35,220.3,5776.0,4.599,0.755,287.57062,43.531738,14.595999999999998,1
7586,7587,7816935,CANDIDATE,6.87778029,133.04176,0.08,3.199,124.0,1.19,1052.0,289.51,10.1,6274.0,4.434,1.062,290.00784,43.502129,15.099,1
7599,7600,8540376,CANDIDATE,10.692115,141.116,0.7340000000000001,4.657,408.0,2.71,1008.0,244.47,9.4,6474.0,4.311,1.242,282.37753,44.694592,14.294,1
7601,7602,10388451,CANDIDATE,17.1677675,142.9943,0.4828,2.975,335.0,0.97,370.0,4.43,7.4,3761.0,4.724,0.526,283.84756,47.515659,15.929,1
7602,7603,10396708,CANDIDATE,8.50207749,132.36121,0.073,3.057,117.0,0.75,679.0,50.14,10.5,4889.0,4.57,0.715,288.29715,47.56004,14.755,1
7606,7607,11495989,CANDIDATE,1.322475635,132.66777,1.198,5.307,997.0,14.03,1097.0,342.59,53.9,4668.0,4.7,0.5479999999999999,285.37671,49.461712,14.335,1
7614,7615,2449245,CANDIDATE,18.1772927,145.8085,0.039,4.703,213.0,1.5,737.0,69.62,7.9,6158.0,4.455,1.026,292.73026,37.787182,15.324000000000002,1
7621,7622,4372620,CANDIDATE,19.931060199999997,145.7465,0.0766,8.48,97.9,2.42,960.0,201.01,14.2,5500.0,3.775,2.491,293.5787,39.447979,13.37,1
7628,7629,5171707,CANDIDATE,0.813998812,132.1244,0.045,0.675,183.0,1.36,1933.0,3285.52,13.7,5705.0,4.4239999999999995,0.9890000000000001,286.74857000000003,40.36544,15.567,1
7637,7638,6956176,CANDIDATE,2.64185268,131.9331,0.19899999999999998,1.76,150.0,3.56,2104.0,4636.69,7.9,5195.0,3.409,2.935,294.07739,42.402241,13.533,1
7643,7644,7902204,CANDIDATE,2.54031121,133.77848999999998,0.295,1.83,173.0,1.2,1268.0,611.31,10.1,5778.0,4.531000000000001,0.9109999999999999,295.50229,43.609871000000005,15.921,1
7648,7649,8566113,CANDIDATE,1.3715879930000001,131.80506,0.9829,12.901,456.0,4.91,2413.0,8016.36,43.3,7045.0,4.154,1.604,294.20145,44.639839,13.104000000000001,1
7653,7654,9588862,CANDIDATE,5.89773974,133.42423,0.1566,2.2430000000000003,77.9,1.0,1150.0,414.11,8.1,6300.0,4.371,1.126,292.15542999999997,46.204529,14.742,1
7654,7655,9596064,CANDIDATE,1.74145041,132.0107,0.33,1.712,371.0,1.46,1234.0,547.5,10.9,5238.0,4.598,0.764,294.95062,46.242149,16.269000000000002,1
7655,7656,9596187,CANDIDATE,0.953299962,131.699309,1.2670000000000001,1.69478,2240.0,35.67,2011.0,3850.25,298.0,6183.0,4.407,1.02,294.99121,46.223572,14.538,1
7656,7657,9596892,CANDIDATE,20.294411800000002,148.08553999999998,8.7053,0.35700000000000004,454.0,774.73,648.0,41.69,5.6,5865.0,4.518,0.9179999999999999,295.25565,46.2164,15.919,1
7658,7659,10450504,CANDIDATE,17.990827300000003,141.92539,0.129,1.436,660.0,1.88,541.0,20.29,10.9,4918.0,4.546,0.752,282.15787,47.686531,15.864,1
7661,7662,10464199,CANDIDATE,198.11309,175.3243,0.1542,15.59,53.3,1.09,399.0,5.96,8.3,6163.0,4.144,1.486,289.32047,47.632446,11.909,1
7662,7663,10468514,CANDIDATE,0.84986054,132.0547,1.26,1.3875,6570.0,67.45,2260.0,6185.9,100.1,5164.0,3.949,1.676,291.10974,47.61549,14.319,1
7681,7682,5193439,CANDIDATE,129.847318,240.6812,0.004,13.057,198.0,1.45,385.0,5.22,11.1,6133.0,4.427,1.032,293.67682,40.334068,14.52,1
7695,7696,7939761,CANDIDATE,22.2548897,142.2563,0.239,13.454,83.8,2.16,899.0,154.4,11.8,5349.0,3.76,2.388,282.67258,43.788311,14.155999999999999,1
7699,7700,7967100,CANDIDATE,1.92730001,132.36067,1.285,18.812,6180.0,45.99,1614.0,1605.97,351.1,6057.0,4.352,1.11,294.27921000000003,43.719848999999996,13.943,1
7701,7702,8613446,CANDIDATE,1.01485981,131.6159,0.185,1.65,243.0,1.61,1928.0,3274.72,8.4,6158.0,4.453,1.024,286.91598999999997,44.704529,15.572000000000001,1
7703,7704,8624860,CANDIDATE,15.3902613,140.8602,0.231,3.431,76.8,4.39,1459.0,1069.24,9.4,5649.0,3.282,4.994,291.79575,44.746181,13.808,1
7704,7705,8686442,CANDIDATE,26.8552365,146.688,0.825,2.185,194.0,1.49,618.0,34.48,6.7,6045.0,4.494,0.955,290.75494,44.851589000000004,14.958,1
7708,7709,9635520,CANDIDATE,2.3518267999999996,134.352,1.23,5.797000000000001,577.0,39.82,1535.0,1313.37,24.5,5445.0,4.14,1.426,284.69968,46.375091999999995,14.106,1
7710,7711,9639106,CANDIDATE,3.57944367,133.46198,0.3976,1.869,117.0,0.87,1018.0,253.89,8.5,5341.0,4.546,0.8009999999999999,286.85812000000004,46.311729,15.56,1
7717,7718,11650543,CANDIDATE,7.20558084,138.3055,0.5196,2.997,58.0,1.33,1253.0,582.45,8.7,6002.0,4.025,1.693,284.95026,49.747147,13.552999999999999,1
7719,7720,11671646,CANDIDATE,392.50115,498.8298,0.1835,9.88,391.0,1.9,225.0,0.6,8.9,5128.0,4.388,0.988,296.53479,49.785851,13.87,1
7730,7731,4567118,CANDIDATE,521.10826,189.5977,0.3485,18.36,245.0,1.5,231.0,0.68,8.7,5942.0,4.4319999999999995,0.9470000000000001,293.23929,39.691681,14.163,1
